index,Region/Country/Area,Year,Series,Value,Footnotes,Source
4,Afghanistan,2015,Employment by industry: Industry (%) Male and Female,6.72,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2015,Employment by industry: Services (%) Male and Female,32.15,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2015,Employment by industry: Agriculture (%) Male,59,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2015,Employment by industry: Industry (%) Male,6.93,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2015,Employment by industry: Services (%) Male,34.08,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2015,Employment by industry: Agriculture (%) Female,72.41,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2015,Employment by industry: Industry (%) Female,5.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2015,Employment by industry: Services (%) Female,21.93,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Agriculture (%) Male and Female,61.72,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Industry (%) Male and Female,6.82,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Services (%) Male and Female,31.46,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Agriculture (%) Male,59.34,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Industry (%) Male,7.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Services (%) Male,33.56,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Agriculture (%) Female,73.48,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Industry (%) Female,5.46,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
4,Afghanistan,2019,Employment by industry: Services (%) Female,21.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Agriculture (%) Male and Female,53.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Industry (%) Male and Female,19.87,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Services (%) Male and Female,26.17,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Agriculture (%) Male,44.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Industry (%) Male,25.13,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Services (%) Male,30.16,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Agriculture (%) Female,67.45,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Industry (%) Female,12.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2005,Employment by industry: Services (%) Female,20.36,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Agriculture (%) Male and Female,43.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Industry (%) Male and Female,19.38,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Services (%) Male and Female,36.72,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Agriculture (%) Male,36.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Industry (%) Male,25.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Services (%) Male,38.04,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Agriculture (%) Female,54.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Industry (%) Female,10.93,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2010,Employment by industry: Services (%) Female,34.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Agriculture (%) Male and Female,41.37,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Industry (%) Male and Female,18.61,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Services (%) Male and Female,40.02,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Agriculture (%) Male,36.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Industry (%) Male,22.05,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Services (%) Male,41.26,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Agriculture (%) Female,47.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Industry (%) Female,13.88,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2015,Employment by industry: Services (%) Female,38.32,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2019,Employment by industry: Agriculture (%) Male and Female,37.77,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2019,Employment by industry: Industry (%) Male and Female,18.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2019,Employment by industry: Services (%) Male and Female,43.44,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
8,Albania,2019,Employment by industry: Agriculture (%) Male,32.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
